t # 1
v 0 0
v 1 0
v 2 0
v 3 0
v 4 0
v 5 0
v 6 0
v 7 0
v 8 0
v 9 0
v 10 0
v 11 0
v 12 0
v 13 0
v 14 0
v 15 0
v 16 0
v 17 0
v 18 0
v 19 0
v 20 0
v 21 0
v 22 0
v 23 0
v 24 0
v 25 0
v 26 0
v 27 0
v 28 0
v 29 0
v 30 0
v 31 0
v 32 0
v 33 0
v 34 0
v 35 0
v 36 0
v 37 0
v 38 0
v 39 0
v 40 0
v 41 0
v 42 0
v 43 0
v 44 0
v 45 0
v 46 0
v 47 0
v 48 0
v 49 0
v 50 0
v 51 0
v 52 0
v 53 0
v 54 0
v 55 0
v 56 0
v 57 0
v 58 0
v 59 0
v 60 0
v 61 0
e 10 17 0
e 10 18 0
e 11 12 0
e 11 13 0
e 11 14 0
e 11 15 0
e 11 18 0
e 11 19 0
e 11 30 0
e 11 60 0
e 12 13 0
e 12 14 0
e 12 15 0
e 12 17 0
e 12 19 0
e 12 40 0
e 12 44 0
e 13 14 0
e 13 17 0
e 13 18 0
e 13 19 0
e 14 15 0
e 14 16 0
e 14 18 0
e 14 19 0
e 14 39 0
e 15 16 0
e 15 17 0
e 15 18 0
e 15 19 0
e 16 17 0
e 16 18 0
e 16 19 0
e 17 18 0
e 18 19 0
e 18 59 0
e 19 29 0
e 19 39 0
e 19 50 0
e 19 61 0
e 20 21 0
e 20 23 0
e 20 25 0
e 20 28 0
e 20 29 0
e 20 30 0
e 20 31 0
e 20 33 0
e 20 34 0
e 20 55 0
e 21 22 0
e 21 24 0
e 21 26 0
e 21 27 0
e 21 28 0
e 21 29 0
e 21 30 0
e 21 31 0
e 21 32 0
e 21 33 0
e 21 34 0
e 22 23 0
e 22 24 0
e 22 25 0
e 22 26 0
e 22 28 0
e 22 30 0
e 22 31 0
e 22 33 0
e 22 34 0
e 22 59 0
e 22 60 0
e 23 24 0
e 23 26 0
e 23 27 0
e 23 28 0
e 23 29 0
e 23 30 0
e 23 31 0
e 23 32 0
e 23 33 0
e 23 34 0
e 24 25 0
e 24 26 0
e 24 27 0
e 24 28 0
e 24 29 0
e 24 30 0
e 24 31 0
e 24 32 0
e 24 33 0
e 25 27 0
e 25 29 0
e 25 30 0
e 25 31 0
e 25 34 0
e 26 27 0
e 26 28 0
e 26 29 0
e 26 31 0
e 26 32 0
e 26 33 0
e 27 28 0
e 27 29 0
e 27 30 0
e 27 31 0
e 27 32 0
e 27 33 0
e 27 46 0
e 28 30 0
e 28 31 0
e 28 32 0
e 28 33 0
e 29 31 0
e 29 32 0
e 29 33 0
e 29 34 0
e 29 53 0
e 30 31 0
e 30 32 0
e 30 33 0
e 30 42 0
e 30 64 0
e 31 32 0
e 31 33 0
e 31 34 0
e 32 33 0
e 32 34 0
e 33 56 0
e 33 59 0
e 34 49 0
e 35 36 0
e 35 37 0
e 35 38 0
e 35 39 0
e 35 40 0
e 35 41 0
e 35 42 0
e 35 43 0
e 35 44 0
e 35 45 0
e 35 46 0
e 35 47 0
e 35 48 0
e 36 38 0
e 36 39 0
e 36 41 0
e 36 42 0
e 36 43 0
e 36 44 0
e 36 46 0
e 36 47 0
e 36 48 0
e 36 49 0
e 37 38 0
e 37 39 0
e 37 40 0
e 37 41 0
e 37 42 0
e 37 45 0
e 37 46 0
e 37 47 0
e 37 48 0
e 37 49 0
e 38 39 0
e 38 40 0
e 38 41 0
e 38 42 0
e 38 44 0
e 38 45 0
e 38 46 0
e 38 47 0
e 38 48 0
e 38 49 0
e 39 42 0
e 39 44 0
e 39 45 0
e 39 47 0
e 39 48 0
e 40 41 0
e 40 42 0
e 40 43 0
e 40 44 0
e 40 45 0
e 40 47 0
e 41 42 0
e 41 43 0
e 41 44 0
e 41 45 0
e 41 46 0
e 41 47 0
e 41 48 0
e 41 49 0
e 41 52 0
e 41 67 0
e 42 43 0
e 42 44 0
e 42 46 0
e 42 47 0
e 42 49 0
e 43 44 0
e 43 45 0
e 43 46 0
e 43 48 0
e 43 49 0
e 44 45 0
e 44 46 0
e 44 47 0
e 44 48 0
e 44 49 0
e 45 46 0
e 45 47 0
e 45 49 0
e 46 47 0
e 46 48 0
e 46 49 0
e 47 49 0
e 48 49 0
e 48 55 0
e 48 59 0
e 48 61 0
e 50 52 0
e 50 53 0
e 50 54 0
e 50 56 0
e 50 57 0
e 50 58 0
e 50 59 0
e 50 60 0
e 50 62 0
e 50 63 0
e 50 65 0
e 50 66 0
e 50 67 0
e 51 52 0
e 51 53 0
e 51 54 0
e 51 56 0
e 51 57 0
e 51 59 0
e 51 60 0
e 51 61 0
e 51 63 0
e 51 65 0
e 51 66 0
e 51 67 0
e 52 54 0
e 52 55 0
e 52 57 0
e 52 61 0
e 52 63 0
e 52 64 0
e 52 66 0
e 53 54 0
e 53 56 0
e 53 57 0
e 53 58 0
e 53 59 0
e 53 60 0
e 53 61 0
e 53 62 0
e 53 63 0
e 53 66 0
e 54 56 0
e 54 57 0
e 54 60 0
e 54 61 0
e 54 62 0
e 54 63 0
e 54 65 0
e 55 56 0
e 55 59 0
e 55 60 0
e 55 61 0
e 55 63 0
e 55 64 0
e 55 67 0
e 56 57 0
e 56 58 0
e 56 59 0
e 56 60 0
e 56 61 0
e 56 62 0
e 56 63 0
e 56 65 0
e 56 66 0
e 56 67 0
e 57 58 0
e 57 60 0
e 57 61 0
e 57 62 0
e 57 63 0
e 57 65 0
e 57 66 0
e 57 67 0
e 58 61 0
e 58 63 0
e 58 64 0
e 58 66 0
e 58 67 0
e 59 61 0
e 59 62 0
e 59 63 0
e 59 64 0
e 59 66 0
e 59 67 0
e 60 61 0
e 60 62 0
e 60 63 0
e 60 64 0
e 60 65 0
e 60 66 0
e 60 67 0
e 61 62 0
e 61 63 0
e 61 64 0
e 61 65 0
e 61 66 0
e 62 63 0
e 62 64 0
e 62 65 0
e 62 66 0
e 62 67 0
e 63 65 0
e 63 66 0
e 63 67 0
e 64 66 0
e 64 67 0
e 66 67 0
t # 19
v 0 0
v 1 0
v 2 0
v 3 0
v 4 0
v 5 0
v 6 0
v 7 0
v 8 0
v 9 0
v 10 0
v 11 0
v 12 0
v 13 0
v 14 0
v 15 0
v 16 0
v 17 0
v 18 0
v 19 0
v 20 0
v 21 0
v 22 0
v 23 0
v 24 0
v 25 0
v 26 0
v 27 0
v 28 0
v 29 0
v 30 0
v 31 0
v 32 0
v 33 0
v 34 0
v 35 0
v 36 0
v 37 0
v 38 0
v 39 0
v 40 0
v 41 0
v 42 0
v 43 0
v 44 0
v 45 0
v 46 0
v 47 0
v 48 0
v 49 0
v 50 0
v 51 0
v 52 0
v 53 0
v 54 0
v 55 0
v 56 0
v 57 0
v 58 0
v 59 0
v 60 0
v 61 0
v 62 0
v 63 0
e 0 5 0
e 0 6 0
e 0 8 0
e 0 62 0
e 1 3 0
e 1 4 0
e 1 8 0
e 2 3 0
e 2 5 0
e 2 7 0
e 2 8 0
e 2 13 0
e 2 21 0
e 3 5 0
e 3 7 0
e 3 12 0
e 3 37 0
e 3 47 0
e 4 5 0
e 4 7 0
e 4 8 0
e 5 6 0
e 5 7 0
e 5 8 0
e 5 12 0
e 5 26 0
e 5 42 0
e 6 7 0
e 6 8 0
e 6 11 0
e 6 52 0
e 7 8 0
e 8 16 0
e 8 28 0
e 8 45 0
e 9 11 0
e 9 12 0
e 9 13 0
e 9 14 0
e 9 17 0
e 9 18 0
e 9 20 0
e 9 21 0
e 9 23 0
e 9 24 0
e 9 26 0
e 9 27 0
e 9 31 0
e 10 13 0
e 10 14 0
e 10 16 0
e 10 17 0
e 10 19 0
e 10 20 0
e 10 23 0
e 10 25 0
e 10 26 0
e 10 27 0
e 10 28 0
e 11 12 0
e 11 13 0
e 11 14 0
e 11 15 0
e 11 16 0
e 11 17 0
e 11 18 0
e 11 19 0
e 11 20 0
e 11 24 0
e 11 26 0
e 11 28 0
e 11 45 0
e 11 55 0
e 12 13 0
e 12 14 0
e 12 15 0
e 12 16 0
e 12 19 0
e 12 20 0
e 12 24 0
e 12 25 0
e 12 27 0
e 12 28 0
e 12 35 0
e 12 42 0
e 12 63 0
e 13 16 0
e 13 17 0
e 13 18 0
e 13 20 0
e 13 23 0
e 13 25 0
e 13 26 0
e 13 34 0
e 13 61 0
e 14 16 0
e 14 17 0
e 14 18 0
e 14 20 0
e 14 21 0
e 14 23 0
e 14 24 0
e 14 26 0
e 14 27 0
e 14 28 0
e 15 16 0
e 15 17 0
e 15 18 0
e 15 19 0
e 15 20 0
e 15 21 0
e 15 22 0
e 15 23 0
e 15 24 0
e 15 25 0
e 15 26 0
e 15 27 0
e 15 54 0
e 16 20 0
e 16 21 0
e 16 22 0
e 16 24 0
e 16 25 0
e 16 26 0
e 16 27 0
e 17 18 0
e 17 19 0
e 17 20 0
e 17 23 0
e 17 24 0
e 17 26 0
e 17 27 0
e 17 28 0
e 18 19 0
e 18 20 0
e 18 21 0
e 18 23 0
e 18 24 0
e 18 25 0
e 18 27 0
e 18 28 0
e 19 21 0
e 19 22 0
e 19 25 0
e 19 26 0
e 19 27 0
e 19 28 0
e 20 21 0
e 20 22 0
e 20 25 0
e 20 28 0
e 20 53 0
e 21 23 0
e 21 26 0
e 21 29 0
e 22 23 0
e 22 24 0
e 22 26 0
e 22 28 0
e 22 47 0
e 23 24 0
e 23 27 0
e 23 28 0
e 23 30 0
e 24 25 0
e 24 27 0
e 24 32 0
e 25 48 0
e 26 27 0
e 26 28 0
e 26 39 0
e 27 61 0
e 28 29 0
e 28 46 0
e 29 30 0
e 29 36 0
e 29 37 0
e 29 38 0
e 29 39 0
e 29 40 0
e 29 41 0
e 29 43 0
e 30 31 0
e 30 32 0
e 30 34 0
e 30 35 0
e 30 36 0
e 30 37 0
e 30 38 0
e 30 39 0
e 30 40 0
e 30 41 0
e 30 42 0
e 30 43 0
e 31 33 0
e 31 34 0
e 31 35 0
e 31 37 0
e 31 38 0
e 31 39 0
e 31 41 0
e 31 42 0
e 31 57 0
e 32 35 0
e 32 36 0
e 32 37 0
e 32 38 0
e 32 40 0
e 32 41 0
e 32 42 0
e 32 43 0
e 33 35 0
e 33 36 0
e 33 37 0
e 33 40 0
e 33 41 0
e 33 43 0
e 34 35 0
e 34 36 0
e 34 37 0
e 34 39 0
e 34 41 0
e 34 42 0
e 34 44 0
e 34 48 0
e 35 37 0
e 35 38 0
e 35 39 0
e 35 40 0
e 35 42 0
e 35 45 0
e 35 46 0
e 36 37 0
e 36 38 0
e 36 40 0
e 36 41 0
e 36 42 0
e 37 42 0
e 37 43 0
e 38 39 0
e 38 40 0
e 38 43 0
e 39 41 0
e 39 42 0
e 39 43 0
e 40 41 0
e 40 47 0
e 41 42 0
e 41 43 0
e 42 43 0
e 42 53 0
e 44 45 0
e 44 46 0
e 44 47 0
e 44 48 0
e 44 49 0
e 44 50 0
e 44 56 0
e 44 57 0
e 44 58 0
e 44 59 0
e 44 60 0
e 44 61 0
e 44 62 0
e 45 46 0
e 45 47 0
e 45 48 0
e 45 49 0
e 45 50 0
e 45 51 0
e 45 52 0
e 45 55 0
e 45 56 0
e 45 57 0
e 45 58 0
e 45 59 0
e 45 61 0
e 45 63 0
e 46 47 0
e 46 49 0
e 46 50 0
e 46 52 0
e 46 53 0
e 46 54 0
e 46 55 0
e 46 59 0
e 46 60 0
e 46 62 0
e 46 63 0
e 47 48 0
e 47 49 0
e 47 51 0
e 47 52 0
e 47 54 0
e 47 55 0
e 47 57 0
e 47 60 0
e 47 61 0
e 47 62 0
e 47 63 0
e 48 50 0
e 48 52 0
e 48 53 0
e 48 54 0
e 48 55 0
e 48 57 0
e 48 58 0
e 48 60 0
e 48 62 0
e 48 63 0
e 49 50 0
e 49 52 0
e 49 55 0
e 49 56 0
e 49 57 0
e 49 59 0
e 49 60 0
e 49 61 0
e 49 62 0
e 49 63 0
e 50 51 0
e 50 54 0
e 50 57 0
e 50 59 0
e 50 60 0
e 50 61 0
e 50 62 0
e 51 52 0
e 51 55 0
e 51 56 0
e 51 57 0
e 51 58 0
e 51 61 0
e 51 63 0
e 52 55 0
e 52 56 0
e 52 57 0
e 52 58 0
e 52 59 0
e 52 60 0
e 52 62 0
e 52 63 0
e 53 55 0
e 53 56 0
e 53 62 0
e 53 63 0
e 54 55 0
e 54 56 0
e 54 57 0
e 54 58 0
e 54 59 0
e 54 60 0
e 54 62 0
e 55 56 0
e 55 57 0
e 55 58 0
e 55 59 0
e 55 62 0
e 56 57 0
e 56 59 0
e 56 60 0
e 56 61 0
e 56 62 0
e 56 63 0
e 57 58 0
e 57 61 0
e 57 63 0
e 58 59 0
e 58 61 0
e 58 63 0
e 59 61 0
e 59 63 0
e 60 61 0
e 61 62 0
e 61 63 0
e 62 63 0
t # 20
v 0 0
v 1 0
v 2 0
v 3 0
v 4 0
v 5 0
v 6 0
v 7 0
v 8 0
v 9 0
v 10 0
v 11 0
v 12 0
v 13 0
v 14 0
v 15 0
v 16 0
v 17 0
v 18 0
v 19 0
e 0 1 0
e 0 2 0
e 0 4 0
e 0 5 0
e 0 6 0
e 0 8 0
e 1 2 0
e 1 3 0
e 1 4 0
e 1 6 0
e 1 7 0
e 1 8 0
e 1 14 0
e 2 3 0
e 2 4 0
e 2 7 0
e 2 8 0
e 2 11 0
e 3 4 0
e 3 5 0
e 3 6 0
e 4 5 0
e 4 8 0
e 5 6 0
e 5 18 0
e 6 7 0
e 7 8 0
e 9 10 0
e 9 11 0
e 9 12 0
e 9 13 0
e 9 15 0
e 9 18 0
e 9 19 0
e 10 11 0
e 10 15 0
e 10 16 0
e 10 19 0
e 11 13 0
e 11 14 0
e 11 15 0
e 11 16 0
e 11 18 0
e 12 13 0
e 12 15 0
e 12 16 0
e 12 18 0
e 12 19 0
e 13 15 0
e 13 18 0
e 14 15 0
e 14 16 0
e 14 18 0
e 15 17 0
e 15 18 0
e 15 19 0
e 16 17 0
e 16 18 0
e 16 19 0
t # 21
v 0 0
v 1 0
v 2 0
v 3 0
v 4 0
v 5 0
v 6 0
v 7 0
v 8 0
v 9 0
v 10 0
v 11 0
v 12 0
v 13 0
v 14 0
v 15 0
v 16 0
v 17 0
v 18 0
v 19 0
v 20 0
v 21 0
e 0 2 0
e 0 4 0
e 0 6 0
e 1 4 0
e 1 5 0
e 1 6 0
e 2 3 0
e 2 4 0
e 2 5 0
e 2 6 0
e 3 4 0
e 3 5 0
e 3 6 0
e 3 10 0
e 4 6 0
e 6 19 0
e 6 20 0
e 7 8 0
e 7 11 0
e 8 9 0
e 8 11 0
e 9 11 0
e 9 12 0
e 10 11 0
e 10 12 0
e 11 12 0
e 13 14 0
e 13 17 0
e 13 19 0
e 13 20 0
e 14 15 0
e 14 16 0
e 14 17 0
e 14 18 0
e 14 20 0
e 15 16 0
e 15 18 0
e 15 19 0
e 15 20 0
e 15 21 0
e 16 17 0
e 16 19 0
e 16 21 0
e 17 19 0
e 17 20 0
e 18 19 0
e 19 20 0
t # 22
v 0 0
v 1 0
v 2 0
v 3 0
v 4 0
v 5 0
v 6 0
v 7 0
v 8 0
v 9 0
v 10 0
v 11 0
v 12 0
v 13 0
v 14 0
v 15 0
v 16 0
v 17 0
v 18 0
v 19 0
v 20 0
v 21 0
v 22 0
v 23 0
v 24 0
v 25 0
v 26 0
e 0 1 0
e 0 2 0
e 0 4 0
e 0 5 0
e 0 7 0
e 0 8 0
e 0 9 0
e 0 10 0
e 1 2 0
e 1 4 0
e 1 6 0
e 1 7 0
e 1 9 0
e 1 10 0
e 2 3 0
e 2 4 0
e 2 5 0
e 2 6 0
e 2 8 0
e 2 9 0
e 2 10 0
e 2 22 0
e 3 5 0
e 3 6 0
e 3 8 0
e 3 9 0
e 3 10 0
e 4 5 0
e 4 7 0
e 4 8 0
e 4 10 0
e 5 6 0
e 5 7 0
e 5 8 0
e 5 9 0
e 5 10 0
e 5 14 0
e 5 23 0
e 6 7 0
e 6 9 0
e 6 10 0
e 7 9 0
e 7 10 0
e 8 9 0
e 11 12 0
e 11 13 0
e 11 14 0
e 11 15 0
e 11 16 0
e 12 14 0
e 12 15 0
e 12 16 0
e 12 17 0
e 12 18 0
e 13 14 0
e 13 15 0
e 13 16 0
e 13 17 0
e 13 18 0
e 13 23 0
e 14 15 0
e 14 16 0
e 14 17 0
e 14 18 0
e 15 16 0
e 15 17 0
e 15 18 0
e 15 25 0
e 16 17 0
e 16 18 0
e 19 20 0
e 19 21 0
e 19 22 0
e 19 23 0
e 19 24 0
e 19 25 0
e 19 26 0
e 20 21 0
e 20 22 0
e 20 23 0
e 20 25 0
e 20 26 0
e 21 22 0
e 21 23 0
e 21 24 0
e 21 26 0
e 22 23 0
e 22 24 0
e 23 24 0
e 23 25 0
e 23 26 0
e 24 25 0
e 25 26 0
t # 23
v 0 0
v 1 0
v 2 0
v 3 0
v 4 0
v 5 0
v 6 0
v 7 0
v 8 0
v 9 0
v 10 0
v 11 0
v 12 0
v 13 0
v 14 0
v 15 0
v 16 0
v 17 0
v 18 0
v 19 0
v 20 0
v 21 0
v 22 0
v 23 0
v 24 0
v 25 0
v 26 0
v 27 0
v 28 0
v 29 0
v 30 0
v 31 0
v 32 0
v 33 0
v 34 0
v 35 0
v 36 0
v 37 0
v 38 0
v 39 0
v 40 0
v 41 0
v 42 0
v 43 0
v 44 0
v 45 0
v 46 0
v 47 0
v 48 0
v 49 0
v 50 0
v 51 0
v 52 0
v 53 0
v 54 0
v 55 0
v 56 0
v 57 0
v 58 0
v 59 0
v 60 0
v 61 0
v 62 0
v 63 0
v 64 0
v 65 0
v 66 0
v 67 0
v 68 0
v 69 0
v 70 0
v 71 0
v 72 0
e 0 1 0
e 0 3 0
e 0 4 0
e 0 5 0
e 0 6 0
e 0 7 0
e 0 8 0
e 0 10 0
e 0 11 0
e 0 13 0
e 0 14 0
e 0 27 0
e 0 28 0
e 0 54 0
e 1 2 0
e 1 5 0
e 1 6 0
e 1 7 0
e 1 8 0
e 1 10 0
e 1 11 0
e 1 12 0
e 1 14 0
e 1 36 0
e 1 40 0
e 1 48 0
e 2 4 0
e 2 5 0
e 2 7 0
e 2 8 0
e 2 9 0
e 2 10 0
e 2 12 0
e 2 13 0
e 2 14 0
e 2 36 0
e 3 4 0
e 3 5 0
e 3 6 0
e 3 7 0
e 3 9 0
e 3 11 0
e 3 12 0
e 3 13 0
e 3 14 0
e 3 26 0
e 3 47 0
e 3 51 0
e 3 57 0
e 4 5 0
e 4 6 0
e 4 8 0
e 4 9 0
e 4 10 0
e 4 11 0
e 4 12 0
e 4 13 0
e 4 14 0
e 4 27 0
e 5 6 0
e 5 8 0
e 5 10 0
e 5 11 0
e 5 12 0
e 5 13 0
e 5 15 0
e 5 34 0
e 5 59 0
e 5 61 0
e 6 7 0
e 6 10 0
e 6 12 0
e 6 13 0
e 6 14 0
e 6 44 0
e 7 8 0
e 7 10 0
e 7 11 0
e 7 12 0
e 7 13 0
e 7 16 0
e 7 17 0
e 8 10 0
e 8 13 0
e 8 14 0
e 8 31 0
e 8 61 0
e 9 10 0
e 9 12 0
e 9 14 0
e 9 36 0
e 10 11 0
e 10 12 0
e 10 13 0
e 10 52 0
e 10 53 0
e 11 12 0
e 11 13 0
e 11 14 0
e 11 20 0
e 11 55 0
e 12 13 0
e 12 42 0
e 12 56 0
e 13 14 0
e 13 29 0
e 14 33 0
e 14 35 0
e 14 36 0
e 15 16 0
e 15 18 0
e 15 20 0
e 15 21 0
e 15 23 0
e 15 24 0
e 15 29 0
e 15 30 0
e 15 33 0
e 15 34 0
e 16 17 0
e 16 18 0
e 16 19 0
e 16 20 0
e 16 23 0
e 16 24 0
e 16 26 0
e 16 28 0
e 16 29 0
e 16 31 0
e 17 18 0
e 17 21 0
e 17 22 0
e 17 23 0
e 17 24 0
e 17 25 0
e 17 26 0
e 17 27 0
e 17 28 0
e 17 29 0
e 17 30 0
e 17 31 0
e 17 53 0
e 18 21 0
e 18 22 0
e 18 23 0
e 18 25 0
e 18 26 0
e 18 27 0
e 18 28 0
e 18 29 0
e 18 30 0
e 18 31 0
e 18 32 0
e 18 33 0
e 19 20 0
e 19 21 0
e 19 22 0
e 19 23 0
e 19 24 0
e 19 25 0
e 19 26 0
e 19 29 0
e 19 34 0
e 20 23 0
e 20 30 0
e 20 31 0
e 20 33 0
e 20 34 0
e 21 24 0
e 21 25 0
e 21 27 0
e 21 30 0
e 21 31 0
e 21 32 0
e 21 33 0
e 21 37 0
e 22 25 0
e 22 26 0
e 22 27 0
e 22 30 0
e 22 31 0
e 22 32 0
e 22 33 0
e 22 34 0
e 22 41 0
e 22 42 0
e 22 49 0
e 22 50 0
e 23 25 0
e 23 26 0
e 23 29 0
e 23 30 0
e 23 31 0
e 23 32 0
e 23 33 0
e 23 35 0
e 24 25 0
e 24 26 0
e 24 28 0
e 24 29 0
e 24 30 0
e 24 31 0
e 24 34 0
e 24 49 0
e 24 67 0
e 24 68 0
e 25 26 0
e 25 27 0
e 25 28 0
e 25 29 0
e 25 31 0
e 25 32 0
e 25 34 0
e 25 50 0
e 26 27 0
e 26 28 0
e 26 29 0
e 26 32 0
e 26 33 0
e 26 34 0
e 27 28 0
e 27 29 0
e 27 31 0
e 27 32 0
e 27 34 0
e 27 47 0
e 28 30 0
e 28 32 0
e 28 34 0
e 29 30 0
e 29 31 0
e 29 32 0
e 29 33 0
e 29 34 0
e 29 49 0
e 29 57 0
e 30 31 0
e 30 34 0
e 31 32 0
e 31 69 0
e 32 34 0
e 32 47 0
e 33 64 0
e 34 44 0
e 34 68 0
e 35 36 0
e 35 37 0
e 35 39 0
e 35 40 0
e 35 42 0
e 35 45 0
e 35 49 0
e 35 50 0
e 35 52 0
e 35 53 0
e 35 60 0
e 36 37 0
e 36 38 0
e 36 39 0
e 36 41 0
e 36 43 0
e 36 44 0
e 36 45 0
e 36 46 0
e 36 47 0
e 36 48 0
e 36 49 0
e 36 51 0
e 36 52 0
e 36 53 0
e 37 38 0
e 37 39 0
e 37 41 0
e 37 44 0
e 37 46 0
e 37 48 0
e 37 49 0
e 37 52 0
e 37 53 0
e 38 39 0
e 38 41 0
e 38 42 0
e 38 44 0
e 38 45 0
e 38 46 0
e 38 48 0
e 38 49 0
e 38 51 0
e 38 53 0
e 39 40 0
e 39 41 0
e 39 43 0
e 39 44 0
e 39 47 0
e 39 48 0
e 39 49 0
e 39 63 0
e 39 66 0
e 40 42 0
e 40 44 0
e 40 46 0
e 40 47 0
e 40 48 0
e 40 49 0
e 40 50 0
e 41 42 0
e 41 43 0
e 41 44 0
e 41 45 0
e 41 46 0
e 41 48 0
e 41 49 0
e 41 50 0
e 41 51 0
e 41 52 0
e 41 53 0
e 42 43 0
e 42 44 0
e 42 45 0
e 42 47 0
e 42 48 0
e 42 49 0
e 42 52 0
e 42 53 0
e 43 44 0
e 43 45 0
e 43 47 0
e 43 48 0
e 43 51 0
e 43 52 0
e 43 53 0
e 44 45 0
e 44 46 0
e 44 48 0
e 44 49 0
e 44 52 0
e 44 53 0
e 45 47 0
e 45 50 0
e 45 51 0
e 45 52 0
e 45 53 0
e 46 49 0
e 46 51 0
e 46 52 0
e 46 53 0
e 46 55 0
e 46 69 0
e 47 51 0
e 47 52 0
e 47 53 0
e 48 51 0
e 48 52 0
e 48 57 0
e 49 50 0
e 49 51 0
e 49 53 0
e 49 56 0
e 49 58 0
e 49 64 0
e 49 68 0
e 50 51 0
e 50 53 0
e 51 52 0
e 52 61 0
e 53 69 0
e 54 57 0
e 54 62 0
e 54 64 0
e 54 65 0
e 54 66 0
e 54 67 0
e 54 68 0
e 54 69 0
e 54 70 0
e 54 72 0
e 55 56 0
e 55 58 0
e 55 59 0
e 55 64 0
e 55 65 0
e 55 66 0
e 55 69 0
e 55 70 0
e 55 71 0
e 55 72 0
e 56 57 0
e 56 60 0
e 56 61 0
e 56 63 0
e 56 64 0
e 56 66 0
e 56 67 0
e 56 68 0
e 56 70 0
e 56 71 0
e 56 72 0
e 57 60 0
e 57 61 0
e 57 63 0
e 57 64 0
e 57 65 0
e 57 69 0
e 57 70 0
e 58 59 0
e 58 60 0
e 58 61 0
e 58 62 0
e 58 63 0
e 58 64 0
e 58 65 0
e 58 66 0
e 58 67 0
e 58 68 0
e 58 69 0
e 58 70 0
e 58 71 0
e 58 72 0
e 59 61 0
e 59 65 0
e 59 66 0
e 59 67 0
e 59 68 0
e 59 69 0
e 59 71 0
e 60 61 0
e 60 62 0
e 60 63 0
e 60 67 0
e 60 71 0
e 61 62 0
e 61 63 0
e 61 64 0
e 61 65 0
e 61 66 0
e 61 68 0
e 61 69 0
e 61 70 0
e 61 71 0
e 61 72 0
e 62 63 0
e 62 66 0
e 62 67 0
e 62 69 0
e 62 71 0
e 62 72 0
e 63 64 0
e 63 66 0
e 63 67 0
e 63 68 0
e 63 69 0
e 63 70 0
e 63 71 0
e 63 72 0
e 64 66 0
e 64 67 0
e 64 70 0
e 64 71 0
e 64 72 0
e 65 68 0
e 65 69 0
e 65 70 0
e 65 72 0
e 66 67 0
e 66 72 0
e 67 68 0
e 67 69 0
e 67 70 0
e 67 71 0
e 68 70 0
e 69 70 0
e 69 71 0
e 69 72 0
e 70 71 0
e 71 72 0
t # 24
v 0 0
v 1 0
v 2 0
v 3 0
v 4 0
v 5 0
v 6 0
v 7 0
v 8 0
v 9 0
v 10 0
v 11 0
v 12 0
v 13 0
v 14 0
v 15 0
v 16 0
v 17 0
v 18 0
v 19 0
v 20 0
v 21 0
v 22 0
v 23 0
v 24 0
v 25 0
v 26 0
v 27 0
v 28 0
v 29 0
v 30 0
v 31 0
v 32 0
v 33 0
v 34 0
v 35 0
v 36 0
v 37 0
v 38 0
v 39 0
v 40 0
v 41 0
v 42 0
v 43 0
v 44 0
v 45 0
v 46 0
v 47 0
v 48 0
v 49 0
v 50 0
v 51 0
v 52 0
v 53 0
v 54 0
e 0 1 0
e 0 2 0
e 0 3 0
e 0 5 0
e 0 7 0
e 0 8 0
e 0 9 0
e 0 10 0
e 0 11 0
e 0 12 0
e 0 15 0
e 0 46 0
e 1 2 0
e 1 4 0
e 1 5 0
e 1 7 0
e 1 10 0
e 1 11 0
e 1 13 0
e 1 14 0
e 1 15 0
e 1 35 0
e 1 53 0
e 2 5 0
e 2 6 0
e 2 8 0
e 2 11 0
e 2 12 0
e 2 13 0
e 2 14 0
e 2 15 0
e 3 11 0
e 3 14 0
e 3 15 0
e 3 17 0
e 4 5 0
e 4 6 0
e 4 10 0
e 4 12 0
e 4 13 0
e 4 14 0
e 4 15 0
e 5 6 0
e 5 8 0
e 5 9 0
e 5 11 0
e 5 12 0
e 5 15 0
e 6 7 0
e 6 9 0
e 6 11 0
e 6 12 0
e 6 14 0
e 6 33 0
e 7 8 0
e 7 9 0
e 7 12 0
e 7 13 0
e 7 14 0
e 7 18 0
e 8 9 0
e 8 11 0
e 8 12 0
e 8 13 0
e 8 14 0
e 8 15 0
e 9 11 0
e 9 13 0
e 9 14 0
e 9 15 0
e 10 11 0
e 10 12 0
e 10 14 0
e 10 18 0
e 10 20 0
e 10 33 0
e 11 14 0
e 11 15 0
e 12 14 0
e 12 15 0
e 12 21 0
e 13 15 0
e 13 21 0
e 14 21 0
e 15 38 0
e 15 44 0
e 16 19 0
e 16 20 0
e 16 21 0
e 16 22 0
e 16 26 0
e 16 27 0
e 16 28 0
e 16 29 0
e 16 31 0
e 16 32 0
e 16 33 0
e 17 18 0
e 17 21 0
e 17 22 0
e 17 23 0
e 17 26 0
e 17 28 0
e 17 29 0
e 17 30 0
e 17 31 0
e 17 32 0
e 17 33 0
e 18 19 0
e 18 20 0
e 18 21 0
e 18 22 0
e 18 23 0
e 18 24 0
e 18 25 0
e 18 28 0
e 18 29 0
e 18 31 0
e 18 32 0
e 18 33 0
e 19 22 0
e 19 25 0
e 19 26 0
e 19 27 0
